genome_name	sgb_id	usgb	study	sample_name	genome_size	n_fifty	number_contigs	completeness	contamination	assigned_species	assigned_genus	assigned_family	assigned_order	assigned_class	assigned_phylum	assigned_kingdom	closest_species	closest_genus	closest_family	closest_order	closest_class	closest_phylum	closest_kingdom	average_distance	sequence_url	annotations_url	uniref_url
VatanenT_2016__G80540__bin.2	10068	No	VatanenT_2016	G80540	3059371	60477	88	66.05	2.46	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80540__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80540__bin.2.txt
VatanenT_2016__G80541__bin.3	10068	No	VatanenT_2016	G80541	3430699	3220	1121	62.23	1.72	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80541__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80541__bin.3.txt
VatanenT_2016__G80547__bin.2	10068	No	VatanenT_2016	G80547	4386545	9385	652	93.49	2.91	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80547__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80547__bin.2.txt
VatanenT_2016__G80553__bin.5	10068	No	VatanenT_2016	G80553	3198935	3508	985	71.42	1.59	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80553__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80553__bin.5.txt
VatanenT_2016__G80554__bin.3	10133	No	VatanenT_2016	G80554	4790939	131116	55	99.59	0.57	Enterobacter kobei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.00	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10133/VatanenT_2016__G80554__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10133.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10133/VatanenT_2016__G80554__bin.3.txt
VatanenT_2016__G80555__bin.3	10116	No	VatanenT_2016	G80555	4981328	73967	105	99.37	0.76	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10116/VatanenT_2016__G80555__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10116.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10116/VatanenT_2016__G80555__bin.3.txt
VatanenT_2016__G80556__bin.6	10068	No	VatanenT_2016	G80556	3368861	182314	37	68.65	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80556__bin.6.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80556__bin.6.txt
VatanenT_2016__G80560__bin.2	10068	No	VatanenT_2016	G80560	2662050	125149	71	55.16	0.00	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80560__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80560__bin.2.txt
VatanenT_2016__G80564__bin.4	10068	No	VatanenT_2016	G80564	3328776	4472	851	79.54	1.82	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80564__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80564__bin.4.txt
VatanenT_2016__G80566__bin.8	10115	No	VatanenT_2016	G80566	4796419	78755	91	94.81	0.13	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VatanenT_2016__G80566__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VatanenT_2016__G80566__bin.8.txt
VatanenT_2016__G80567__bin.3	10068	No	VatanenT_2016	G80567	4267504	7010	755	91.03	1.27	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80567__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80567__bin.3.txt
VatanenT_2016__G80568__bin.1	10068	No	VatanenT_2016	G80568	4708837	28732	257	98.92	1.05	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80568__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80568__bin.1.txt
VatanenT_2016__G80569__bin.2	10119	No	VatanenT_2016	G80569	5588087	114537	68	97.92	0.22	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10119/VatanenT_2016__G80569__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10119.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10119/VatanenT_2016__G80569__bin.2.txt
VatanenT_2016__G80573__bin.3	10115	No	VatanenT_2016	G80573	5188250	47310	154	99.65	1.54	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VatanenT_2016__G80573__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VatanenT_2016__G80573__bin.3.txt
VatanenT_2016__G80574__bin.5	10068	No	VatanenT_2016	G80574	4215842	40137	146	96.53	0.24	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80574__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80574__bin.5.txt
VatanenT_2016__G80580__bin.5	10068	No	VatanenT_2016	G80580	2112531	2818	772	54.18	1.15	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80580__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80580__bin.5.txt
VatanenT_2016__G80582__bin.1	10084	No	VatanenT_2016	G80582	4496344	35750	205	64.66	0.00	Citrobacter freundii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Citrobacter freundii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10084/VatanenT_2016__G80582__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10084.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10084/VatanenT_2016__G80582__bin.1.txt
VatanenT_2016__G80582__bin.2	10119	No	VatanenT_2016	G80582	5918205	113862	111	98.59	1.86	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10119/VatanenT_2016__G80582__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10119.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10119/VatanenT_2016__G80582__bin.2.txt
VatanenT_2016__G80583__bin.4	10068	No	VatanenT_2016	G80583	4737444	62376	135	99.88	0.47	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80583__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80583__bin.4.txt
VatanenT_2016__G80587__bin.1	10116	No	VatanenT_2016	G80587	4793610	37669	196	94.73	0.75	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10116/VatanenT_2016__G80587__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10116.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10116/VatanenT_2016__G80587__bin.1.txt
VatanenT_2016__G80588__bin.5	10115	No	VatanenT_2016	G80588	5255597	182846	49	99.43	0.04	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VatanenT_2016__G80588__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VatanenT_2016__G80588__bin.5.txt
VatanenT_2016__G80590__bin.3	10068	No	VatanenT_2016	G80590	4713073	133341	66	99.71	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80590__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80590__bin.3.txt
VatanenT_2016__G80591__bin.2	10068	No	VatanenT_2016	G80591	4831925	120673	78	98.92	0.84	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80591__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80591__bin.2.txt
VatanenT_2016__G80593__bin.9	10119	No	VatanenT_2016	G80593	5446973	17347	473	96.37	1.13	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10119/VatanenT_2016__G80593__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10119.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10119/VatanenT_2016__G80593__bin.9.txt
VatanenT_2016__G80599__bin.3	10068	No	VatanenT_2016	G80599	4427782	236795	33	97.59	0.19	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80599__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80599__bin.3.txt
VatanenT_2016__G80603__bin.4	10068	No	VatanenT_2016	G80603	4251029	6336	836	91.41	1.41	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80603__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80603__bin.4.txt
VatanenT_2016__G80604__bin.1	10068	No	VatanenT_2016	G80604	4606015	184185	50	99.37	0.19	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80604__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80604__bin.1.txt
VatanenT_2016__G80605__bin.4	10068	No	VatanenT_2016	G80605	4784452	203865	40	99.97	0.48	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80605__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80605__bin.4.txt
VatanenT_2016__G80606__bin.5	10068	No	VatanenT_2016	G80606	3878798	6373	777	82.85	1.48	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80606__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80606__bin.5.txt
VatanenT_2016__G80609__bin.1	10068	No	VatanenT_2016	G80609	4723571	179423	51	99.82	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80609__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80609__bin.1.txt
VatanenT_2016__G80610__bin.2	10068	No	VatanenT_2016	G80610	5007597	108203	83	99.67	0.24	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80610__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80610__bin.2.txt
VatanenT_2016__G80614__bin.3	10068	No	VatanenT_2016	G80614	4531148	97882	81	98.53	0.15	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80614__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80614__bin.3.txt
VatanenT_2016__G80620__bin.5	10068	No	VatanenT_2016	G80620	3155791	4041	889	72.55	1.17	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80620__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80620__bin.5.txt
VatanenT_2016__G80621__bin.1	10068	No	VatanenT_2016	G80621	4594588	128510	82	99.45	0.97	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VatanenT_2016__G80621__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VatanenT_2016__G80621__bin.1.txt
VincentC_2016__MM001.2__bin.6	10068	No	VincentC_2016	MM001.2	2834859	3001	988	66.27	0.98	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM001.2__bin.6.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM001.2__bin.6.txt
VincentC_2016__MM008.1__bin.25	10115	No	VincentC_2016	MM008.1	5076381	44157	170	98.90	0.86	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VincentC_2016__MM008.1__bin.25.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VincentC_2016__MM008.1__bin.25.txt
VincentC_2016__MM011__bin.3	10068	No	VincentC_2016	MM011	4584831	34572	219	98.22	0.15	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM011__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM011__bin.3.txt
VincentC_2016__MM012.1__bin.5	10119	No	VincentC_2016	MM012.1	4617780	5526	1010	60.09	0.00	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10119/VincentC_2016__MM012.1__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10119.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10119/VincentC_2016__MM012.1__bin.5.txt
VincentC_2016__MM020.3__bin.16	10068	No	VincentC_2016	MM020.3	4232425	12432	467	97.81	2.15	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM020.3__bin.16.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM020.3__bin.16.txt
VincentC_2016__MM022.1__bin.9	10068	No	VincentC_2016	MM022.1	3887744	5088	889	86.59	2.07	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM022.1__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM022.1__bin.9.txt
VincentC_2016__MM022.2__bin.26	10068	No	VincentC_2016	MM022.2	4139649	29490	205	93.44	0.40	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM022.2__bin.26.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM022.2__bin.26.txt
